Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41738220,02/19/2019 10:10:00 AM,02/20/2019 12:00:00 PM,DSNY,A - Staten Island,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,10305,22 FLORIDA AVENUE,FLORIDA AVENUE,MAJOR AVENUE,MC CLEAN AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/20/2019 12:00:00 PM,02 STATEN ISLAND,5031030037,STATEN ISLAND,966045,157532,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5990465,-74.0655562,"(40.5990465, -74.0655562)"
41738221,02/19/2019 12:52:00 PM,02/23/2019 12:00:00 PM,DSNY,A - Bronx,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,10467,3318 STEUBEN AVENUE,STEUBEN AVENUE,EAST 208 STREET,EAST 210 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/23/2019 12:00:00 PM,07 BRONX,2033370015,BRONX,1017084,259425,PHONE,Unspecified,BRONX,,,,,,,,40.8786748,-73.8812675,"(40.8786748, -73.8812675)"
41738222,02/19/2019 09:56:59 PM,02/19/2019 10:58:16 PM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10461,1680 PELHAM PARKWAY,PELHAM PARKWAY,STILLWELL AVENUE,DEAD END,,,ADDRESS,BRONX,,Precinct,Closed,02/20/2019 05:56:59 AM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 10:58:16 PM,11 BRONX,2042230039,BRONX,1029020,251277,ONLINE,Unspecified,BRONX,,,,,,,,40.8562586,-73.8381597,"(40.8562586, -73.8381597)"
41738225,02/19/2019 09:44:51 AM,02/19/2019 09:44:51 AM,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,10474,656 COSTER STREET,COSTER STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",02/19/2019 12:00:00 AM,02 BRONX,2027660060,BRONX,1015498,235607,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8133072,-73.8871137,"(40.8133072, -73.8871137)"
41738229,02/19/2019 06:37:27 AM,03/08/2019 10:09:21 AM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11354,,,,,150 STREET,34 AVENUE,INTERSECTION,FLUSHING,,N/A,Closed,03/01/2019 06:37:27 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,03/08/2019 10:09:21 AM,07 QUEENS,,QUEENS,1035379,218955,PHONE,Unspecified,QUEENS,,,,,,,,40.7675094,-73.8154187,"(40.7675094, -73.8154187)"
41738231,02/19/2019 11:31:24 AM,02/28/2019 12:00:00 AM,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,11249,376 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/28/2019 12:00:00 AM,01 BROOKLYN,3024430029,BROOKLYN,994457,198512,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.7115404,-73.9631826,"(40.7115404, -73.9631826)"
41738232,02/19/2019 07:17:55 AM,03/08/2019 12:17:01 PM,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11385,71-38 71 STREET,71 STREET,CENTRAL AVENUE,COOPER AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Closed,03/21/2019 07:17:55 AM,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",03/08/2019 12:17:01 PM,05 QUEENS,4036860028,QUEENS,1017248,195852,ONLINE,Unspecified,QUEENS,,,,,,,,40.7041837,-73.8809868,"(40.7041837, -73.8809868)"
41738233,02/19/2019 03:20:30 PM,06/11/2019 03:19:03 PM,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10002,138 STANTON STREET,STANTON STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,,,Closed,04/04/2019 12:55:16 PM,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,06/11/2019 07:19:03 PM,03 MANHATTAN,1003550077,MANHATTAN,988123,201853,ONLINE,Unspecified,MANHATTAN,,,138 STANTON STREET MANHATTAN,,,,,40.7207157,-73.9860279,"(40.7207157, -73.9860279)"
41738234,02/19/2019 03:57:32 PM,02/28/2019 12:31:52 PM,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,10038,,,,,WATER STREET,JOHN STREET,INTERSECTION,NEW YORK,,N/A,Closed,03/05/2019 03:57:32 PM,The Taxi and Limousine Commission was unable to identify the driver or car service company named in your complaint.,02/28/2019 12:31:52 PM,01 MANHATTAN,,MANHATTAN,982863,196802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7068526,-74.0050027,"(40.7068526, -74.0050027)"
41738236,02/19/2019 12:09:00 PM,02/19/2019 12:09:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11222,1011 MANHATTAN AVENUE,MANHATTAN AVENUE,HURON STREET,GREEN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/19/2019 12:09:00 PM,01 BROOKLYN,3025220042,BROOKLYN,996773,206513,PHONE,Unspecified,BROOKLYN,,,,,,,,40.7334982,-73.9548137,"(40.7334982, -73.9548137)"
41738237,02/19/2019 10:59:25 PM,02/20/2019 04:45:27 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11215,595 3 AVENUE,3 AVENUE,16 STREET,HAMILTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 06:59:25 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/20/2019 04:45:27 AM,07 BROOKLYN,3010510004,BROOKLYN,985723,182299,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6670452,-73.9946903,"(40.6670452, -73.9946903)"
41738238,02/19/2019 11:09:00 AM,02/21/2019 12:00:00 PM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,10040,610 WEST 196 STREET,WEST 196 STREET,ELLWOOD STREET,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/21/2019 12:00:00 PM,12 MANHATTAN,1021720120,MANHATTAN,1003851,252874,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8607337,-73.9291391,"(40.8607337, -73.9291391)"
41738240,02/19/2019 07:12:35 PM,04/21/2019 06:10:30 AM,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,10025,2532 BROADWAY,BROADWAY,WEST 94 STREET,WEST 95 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/20/2019 07:12:35 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",04/21/2019 06:10:30 AM,07 MANHATTAN,1012420040,MANHATTAN,991887,228470,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7937701,-73.9724187,"(40.7937701, -73.9724187)"
41738243,02/19/2019 01:21:00 PM,02/21/2019 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11215,298 7 AVENUE,7 AVENUE,7 STREET,8 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/21/2019 12:00:00 PM,06 BROOKLYN,3010000042,BROOKLYN,989595,182619,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6679221,-73.9807328,"(40.6679221, -73.9807328)"
41738244,02/19/2019 10:56:00 AM,02/19/2019 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11106,34-04 34 AVENUE,34 AVENUE,34 STREET,35 STREET,,,ADDRESS,Astoria,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/19/2019 12:00:00 PM,01 QUEENS,4006420028,QUEENS,1005106,215619,PHONE,Unspecified,QUEENS,,,,,,,,40.7584762,-73.9247178,"(40.7584762, -73.9247178)"
41738247,02/19/2019 09:26:17 AM,03/07/2019 01:06:38 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Goods,,10469,3501 EASTCHESTER ROAD,EASTCHESTER ROAD,BOSTON ROAD,CHESTER STREET,,,ADDRESS,BRONX,,N/A,Closed,03/08/2019 02:33:17 PM,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation. 311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",03/07/2019 01:06:38 AM,12 BRONX,2047220110,BRONX,1026518,259361,PHONE,Unspecified,BRONX,,,,,,,,40.878459,-73.8471533,"(40.878459, -73.8471533)"
41738258,02/19/2019 05:03:05 PM,02/22/2019 05:00:27 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10463,3511 CAMBRIDGE AVENUE,CAMBRIDGE AVENUE,WEST 235 STREET,WEST 236 STREET,,,ADDRESS,BRONX,,N/A,Closed,05/20/2019 05:03:05 PM,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following conditions: - The damage to the sidewalk isn?t severe enough to qualify for the program - The property next to the sidewalk isn?t in Tax Class 1 - The property next to the sidewalk isn?t owner-occupied - The property next to the sidewalk contains a business. You can request a sidewalk consultation with NYC Parks for advice on making repairs on your own.,02/22/2019 05:00:27 PM,08 BRONX,2057927501,BRONX,1009672,261921,OTHER,Unspecified,BRONX,,,,,,,,40.88555,-73.9080609,"(40.88555, -73.9080609)"
41738259,02/19/2019 05:02:07 PM,02/22/2019 05:00:28 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10471,645 WEST 252 STREET,WEST 252 STREET,BLACKSTONE AVENUE,INDEPENDENCE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,05/20/2019 05:02:07 PM,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following conditions: - The damage to the sidewalk isn?t severe enough to qualify for the program - The property next to the sidewalk isn?t in Tax Class 1 - The property next to the sidewalk isn?t owner-occupied - The property next to the sidewalk contains a business. You can request a sidewalk consultation with NYC Parks for advice on making repairs on your own.,02/22/2019 05:00:28 PM,08 BRONX,2059420258,BRONX,1008939,267187,OTHER,Unspecified,BRONX,,,,,,,,40.9000056,-73.9106924,"(40.9000056, -73.9106924)"
41738260,02/19/2019 02:45:01 PM,02/20/2019 10:18:35 AM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10308,121 CORBIN AVENUE,CORBIN AVENUE,WILLOWWOOD LANE,NAHANT STREET,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/20/2019 02:45:01 PM,"The Department of Parks and Recreation inspected the requested repair site. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district. For more information, refer to the information sheet that you received from the agency.",02/20/2019 10:18:35 AM,03 STATEN ISLAND,5045750023,STATEN ISLAND,944024,142922,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5588724,-74.1447668,"(40.5588724, -74.1447668)"
41738261,02/19/2019 05:28:07 PM,02/25/2019 04:01:04 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10309,219 WIELAND AVENUE,WIELAND AVENUE,ELKS PLACE,MAGUIRE AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,05/20/2019 05:28:07 PM,"The Department of Parks and Recreation inspected the requested repair site. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district. For more information, refer to the information sheet that you received from the agency.",02/25/2019 04:01:04 PM,03 STATEN ISLAND,5069740048,STATEN ISLAND,925492,136225,OTHER,Unspecified,STATEN ISLAND,,,,,,,,40.540387,-74.211402,"(40.540387, -74.211402)"
41738263,02/19/2019 01:20:00 PM,02/15/2019 01:20:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,WHITESTONE EXPY,WHITESTONE EXPY,20 AVE,,,,BLOCKFACE,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 01:20:00 PM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
41738264,02/19/2019 01:19:00 PM,02/15/2019 01:19:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,VAN WYCK EXPY,VAN WYCK EXPY,ATLANTIC AVE,,,,BLOCKFACE,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 01:19:00 PM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
41738265,02/19/2019 03:42:06 PM,03/14/2019 02:47:35 PM,DOF,External Affairs Unit,DOF Property - Payment Issue,Bill Received in Error,Property Address,10027,166 WEST 121 STREET,WEST 121 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,03/18/2019 09:31:52 AM,See notes.,03/14/2019 02:47:35 PM,10 MANHATTAN,1019050061,MANHATTAN,998340,232908,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8059433,-73.9491042,"(40.8059433, -73.9491042)"
41738273,02/19/2019 11:21:41 PM,02/20/2019 12:23:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,324 EAST 4 STREET,EAST 4 STREET,AVENUE C,AVENUE D,,,ADDRESS,NEW YORK,,Precinct,Closed,02/20/2019 07:21:41 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/20/2019 12:23:10 AM,03 MANHATTAN,1003737501,MANHATTAN,990024,202267,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.721851,-73.9791695,"(40.721851, -73.9791695)"
41738274,02/19/2019 02:33:37 AM,02/19/2019 04:10:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,5218 BEVERLY ROAD,BEVERLY ROAD,EAST 52 STREET,EAST 53 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 10:33:37 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,02/19/2019 04:10:20 AM,17 BROOKLYN,,BROOKLYN,1004344,174803,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6464477,-73.9275901,"(40.6464477, -73.9275901)"
41738275,02/19/2019 02:30:03 AM,02/19/2019 05:02:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,1136 BERGEN AVENUE,BERGEN AVENUE,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 10:30:03 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 05:02:41 AM,18 BROOKLYN,3083430053,BROOKLYN,1007877,168159,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6282026,-73.914882,"(40.6282026, -73.914882)"
41738276,02/19/2019 09:45:25 PM,02/19/2019 10:51:10 PM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10467,375 EAST 205 STREET,EAST 205 STREET,DECATUR AVENUE,WEBSTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,02/20/2019 05:45:25 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/19/2019 10:51:10 PM,07 BRONX,2033540047,BRONX,1018708,257430,PHONE,Unspecified,BRONX,,,,,,,,40.873193,-73.8754052,"(40.873193, -73.8754052)"
41738278,02/20/2019 12:00:10 AM,02/20/2019 03:17:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,63 WITHERS STREET,WITHERS STREET,BEND,LORIMER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 08:00:10 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/20/2019 03:17:56 AM,01 BROOKLYN,3027360030,BROOKLYN,998067,200456,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7168713,-73.950157,"(40.7168713, -73.950157)"
41738283,02/19/2019 05:18:53 PM,03/06/2019 04:06:02 PM,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11220,356 56 STREET,56 STREET,GOWANUS EXPWY EB EN BELT PKWY,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,03/21/2019 05:18:53 PM,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",03/06/2019 04:06:02 PM,07 BROOKLYN,3008380029,BROOKLYN,979552,173765,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6436201,-74.0169288,"(40.6436201, -74.0169288)"
41738284,02/19/2019 05:10:58 PM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11212,89 CHRISTOPHER AVENUE,CHRISTOPHER AVENUE,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,,,In Progress,04/04/2019 12:55:16 PM,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",03/07/2019 01:58:27 PM,16 BROOKLYN,3037090001,BROOKLYN,1010237,183955,PHONE,Unspecified,BROOKLYN,,,89 CHRISTOPHER AVENUE BROOKLYN,,,,,40.6715525,-73.9063191,"(40.6715525, -73.9063191)"
41738285,02/19/2019 08:02:00 AM,04/07/2019 10:50:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Cable,,11231,,,HAMILTON AVE,CLINTON ST,HAMILTON AVENUE,CLINTON STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,04/07/2019 10:50:00 AM,06 BROOKLYN,,BROOKLYN,983909,185569,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6760207,-74.0012294,"(40.6760207, -74.0012294)"
41738287,02/19/2019 02:47:04 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10305,100 LAMPORT BOULEVARD,LAMPORT BOULEVARD,KRAMER STREET,MC CLEAN AVENUE,KRAMER STREET,MC CLEAN AVENUE,ADDRESS,STATEN ISLAND,,,In Progress,04/04/2019 12:55:16 PM,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",03/05/2019 05:58:30 PM,02 STATEN ISLAND,5032430100,STATEN ISLAND,962515,156530,PHONE,Unspecified,STATEN ISLAND,,,100 LAMPORT BOULEVARD STATEN ISLAND,,,,,40.5962882,-74.0782645,"(40.5962882, -74.0782645)"
41738288,02/19/2019 11:43:00 AM,02/15/2019 11:43:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11209,,,,,86 STREET,5 AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",02/15/2019 11:43:00 AM,10 BROOKLYN,,BROOKLYN,976973,165704,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6214926,-74.0262133,"(40.6214926, -74.0262133)"
41738289,02/19/2019 09:42:00 AM,02/16/2019 12:05:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10461,,,,,DUDLEY AVENUE,GEORGE STREET,INTERSECTION,BRONX,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/16/2019 12:05:00 AM,10 BRONX,,BRONX,1030328,245540,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8405055,-73.8334708,"(40.8405055, -73.8334708)"
41738291,02/19/2019 09:25:00 AM,02/15/2019 08:30:00 PM,DOT,Department of Transportation,Street Light Condition,Glassware Broken,,,,,,,VAN CORTLANDT PARK S,BAILEY AVE,INTERSECTION,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 08:30:00 PM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
41738292,02/19/2019 07:06:00 AM,02/21/2019 12:00:00 PM,DSNY,A - Bronx,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10460,1763 WEST FARMS ROAD,WEST FARMS ROAD,EAST 174 STREET,CROSS BRONX EXPWY ET 4 A EB,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,02/21/2019 12:00:00 PM,03 BRONX,2030150097,BRONX,1016863,243761,MOBILE,Unspecified,BRONX,,,,,,,,40.8356827,-73.8821429,"(40.8356827, -73.8821429)"
41738296,02/19/2019 11:46:00 AM,02/15/2019 11:46:00 AM,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,11221,,,,,PALMETTO STREET,BROADWAY,INTERSECTION,BROOKLYN,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 11:46:00 AM,04 BROOKLYN,,BROOKLYN,1006074,190334,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6890727,-73.9213057,"(40.6890727, -73.9213057)"
41738297,02/19/2019 10:01:10 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Handwashing,Restaurant/Bar/Deli/Bakery,10038,13 CATHERINE STREET,CATHERINE STREET,EAST BROADWAY,HENRY STREET,EAST BROADWAY,HENRY STREET,ADDRESS,NEW YORK,,,In Progress,03/28/2019 10:01:10 AM,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,02/19/2019 05:19:11 PM,03 MANHATTAN,1002807501,MANHATTAN,985015,199148,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7132919,-73.9972405,"(40.7132919, -73.9972405)"
41738304,02/19/2019 11:40:00 AM,02/15/2019 11:40:00 AM,DOT,Department of Transportation,Street Light Condition,Photocell (PEC) Missing,,11204,,,,,65 STREET,18 AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 11:40:00 AM,11 BROOKLYN,,BROOKLYN,986976,164843,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.619132,-73.9901807,"(40.619132, -73.9901807)"
41738305,02/19/2019 04:05:00 PM,02/19/2019 05:50:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,QUEENS MIDTOWN TUNNEL,69 ST,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/19/2019 05:50:00 PM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
41738306,02/19/2019 08:28:00 AM,02/19/2019 10:10:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11201,,,,,HENRY STREET,KANE STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",02/19/2019 10:10:00 AM,06 BROOKLYN,,BROOKLYN,984752,189460,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6867007,-73.9981899,"(40.6867007, -73.9981899)"
41738308,02/19/2019 02:25:20 PM,03/27/2019 03:00:23 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11103,,,,,ASTORIA BOULEVARD NORTH,37 STREET,INTERSECTION,ASTORIA,,N/A,Closed,03/21/2019 02:25:20 PM,The Department of Parks and Recreation visited the site and inspected the condition. No work is necessary at this time.,03/27/2019 03:00:23 PM,01 QUEENS,,QUEENS,1008505,219726,PHONE,Unspecified,QUEENS,,,,,,,,40.7697402,-73.9124339,"(40.7697402, -73.9124339)"
41738312,02/19/2019 09:50:27 AM,02/19/2019 12:47:02 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10305,,,,,HYLAN BOULEVARD,SLATER BOULEVARD,INTERSECTION,STATEN ISLAND,,N/A,Closed,03/01/2019 09:50:27 AM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,02/19/2019 12:47:02 PM,02 STATEN ISLAND,,STATEN ISLAND,957741,151921,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5836245,-74.0954369,"(40.5836245, -74.0954369)"
41738313,02/19/2019 01:12:00 PM,02/15/2019 01:12:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11418,,,,,HILLSIDE AVENUE,131 STREET,INTERSECTION,Richmond Hill,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 01:12:00 PM,09 QUEENS,,QUEENS,1033731,195714,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7037281,-73.821539,"(40.7037281, -73.821539)"
41738314,02/19/2019 11:48:00 AM,02/15/2019 11:48:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11215,,,,,11 STREET,2 AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 11:48:00 AM,06 BROOKLYN,,BROOKLYN,985808,183887,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6714039,-73.9943836,"(40.6714039, -73.9943836)"
41738316,02/19/2019 11:40:00 AM,02/15/2019 11:40:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,SHORE PKWY S/R N,19 AVE,INTERSECTION,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 11:40:00 AM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
